SaleID,GameID,PlatformID,Price,DateSold,RegionSalesID,Discounts,Rating
S00046,G37,PL04,35,2018/01/07,3,0.505922758,63
S00047,G26,PL04,38,2018/01/07,3,0.302966456,47
S00048,G44,PL01,22,2018/01/07,3,0.398691937,63
S00049,G04,PL02,37,2018/01/07,2,0.551755765,62
S00050,G29,PL04,52,2018/01/07,1,0.64,70
S00051,G06,PL04,94,2018/01/07,3,0.370662391,91
S00052,G47,PL04,47,2018/01/07,2,0.538674644,97
S00053,G14,PL04,64,2018/01/07,1,0.216896131,76
S00054,G29,PL01,27,2018/01/07,2,0.270357871,71
S00055,G15,PL01,38,2018/01/07,2,0.730648098,55
S00056,G21,PL04,76,2018/01/07,1,0.6321346,57
S00057,G29,PL04,52,2018/01/07,1,0.253452826,93
S00058,G30,PL01,22,2018/01/07,1,0.26562318,49
S00059,G25,PL02,22,2018/01/07,1,0.647019971,83
S00060,G48,PL01,22,2018/01/07,3,0.656736224,84
S00061,G38,PL04,34,2018/01/07,2,0.718637124,91
S00062,G50,PL04,36,2018/01/08,3,0.30575719,82
S00063,G46,PL01,22,2018/01/08,1,0.664943674,79
S00064,G13,PL01,49,2018/01/08,1,0.69021494,68
S00065,G19,PL04,74,2018/01/08,1,0.730601448,62
S00066,G13,PL02,59,2018/01/08,1,0.579072035,51
S00067,G41,PL04,74,2018/01/08,1,0.456345361,48
S00068,G38,PL04,34,2018/01/08,1,0.302624912,85
S00069,G11,PL01,57,2018/01/08,3,0.435704829,32
S00070,G43,PL01,22,2018/01/08,3,0.444198616,35
S00071,G12,PL01,50,2018/01/09,1,0.213219567,56
S00072,G45,PL01,22,2018/01/09,1,0.317340877,38
S00073,G14,PL03,51,2018/01/09,2,0.556787501,89
S00074,G33,PL02,49,2018/01/09,3,0.55,35
S00075,G45,PL04,47,2018/01/10,2,0.671195083,38
S00076,G08,PL02,59,2018/01/10,2,0.250234439,58
S00077,G16,PL02,22,2018/01/10,1,0.718763986,81
S00078,G35,PL02,29,2018/01/10,2,0.664536657,50
S00079,G41,PL04,74,2018/01/10,2,0.56,57
S00080,G32,PL01,39,2018/01/10,1,0.270602224,74
S00081,G03,PL01,12,2018/01/10,3,0.709127109,82
S00082,G37,PL02,20,2018/01/10,3,0.612406204,94
S00083,G41,PL01,49,2018/01/10,1,0.537634983,31
S00084,G15,PL04,63,2018/01/10,1,0.321314492,97
S00085,G20,PL01,51,2018/01/10,2,0.210823469,63
S00086,G10,PL01,12,2018/01/10,3,0.567152452,74
S00087,G42,PL01,11,2018/01/11,2,0.451319266,57
S00088,G31,PL02,37,2018/01/11,3,0.441331578,57
S00089,G40,PL02,46,2018/01/11,2,0.47,57
S00090,G33,PL03,51,2018/01/11,1,0.370914098,46
S00091,G24,PL04,35,2018/01/11,2,0.590680985,33
S00092,G19,PL02,59,2018/01/11,1,0.222526186,71
S00093,G17,PL04,52,2018/01/12,2,0.67367168,89
S00094,G50,PL01,11,2018/01/12,1,0.748482895,81
S00095,G49,PL04,42,2018/01/12,3,0.355769115,51
S00096,G30,PL04,47,2018/01/12,2,0.628202418,87
S00097,G48,PL04,47,2018/01/12,3,0.554645795,89
S00098,G25,PL04,37,2018/01/12,2,0.600996557,94
S00099,G31,PL04,52,2018/01/12,3,0.579730283,96
S00100,G48,PL01,22,2018/01/12,2,0.361217752,53
S00101,G22,PL02,62,2018/01/12,3,0.525729694,34
S00102,G21,PL01,51,2018/01/13,1,0.533613021,60
S00103,G14,PL02,49,2018/01/13,3,0.551497288,89
S00104,G19,PL01,49,2018/01/13,1,0.654026397,73
S00105,G06,PL04,94,2018/01/13,2,0.653398889,45
S00106,G12,PL04,75,2018/01/13,1,0.743323466,96
S00107,G48,PL03,34,2018/01/13,3,0.462581714,97
S00108,G11,PL04,82,2018/01/13,2,0.37668691,41
S00109,G05,PL04,54,2018/01/13,2,0.52,100
S00110,G49,PL03,29,2018/01/13,1,0.466852368,58
S00111,G26,PL02,23,2018/01/13,3,0.450593238,45
S00112,G07,PL01,27,2018/01/13,3,0.231872854,97
S00113,G07,PL04,52,2018/01/14,1,0.380100213,75
S00114,G38,PL04,34,2018/01/14,3,0.494696682,99
S00115,G03,PL04,37,2018/01/14,2,0.668597097,32
S00116,G04,PL02,37,2018/01/14,1,0.618303523,97
S00117,G23,PL04,78,2018/01/14,1,0.249580633,50
S00118,G18,PL03,41,2018/01/15,1,0.303363161,61
S00119,G39,PL04,46,2018/01/15,1,0.741611504,69
S00120,G27,PL01,12,2018/01/15,3,0.649107515,31
S00121,G15,PL04,63,2018/01/15,3,0.504585976,48
S00122,G47,PL04,47,2018/01/15,1,0.39,38
S00123,G28,PL02,25,2018/01/15,3,0.435383962,30
S00124,G29,PL04,52,2018/01/15,2,0.615052208,40
S00125,G35,PL02,29,2018/01/15,1,0.205386152,52
S00126,G38,PL03,21,2018/01/15,1,0.670243408,76
S00127,G29,PL02,37,2018/01/15,1,0.416718643,36
S00128,G46,PL02,32,2018/01/15,3,0.682311879,85
S00129,G45,PL01,22,2018/01/15,1,0.711760563,81
S00130,G11,PL04,82,2018/01/16,1,0.350715929,43
S00131,G01,PL02,39,2018/01/16,3,0.712828687,54
S00132,G12,PL03,62,2018/01/16,3,0.621609456,32
S00133,G30,PL01,22,2018/01/16,2,0.284742106,64
S00134,G21,PL02,61,2018/01/16,3,0.634842654,42
S00135,G25,PL01,12,2018/01/16,3,0.703485579,35
S00136,G35,PL01,19,2018/01/16,2,0.62620395,51
S00137,G21,PL01,51,2018/01/16,3,0.637600538,47
S00138,G11,PL03,69,2018/01/16,2,0.408613425,70
S00139,G41,PL02,59,2018/01/16,3,0.495815356,70
S00140,G45,PL04,47,2018/01/16,2,0.706309227,73
S00141,G02,PL01,48,2018/01/16,3,0.399522826,98
S00142,G40,PL02,46,2018/01/17,2,0.22,84
S00143,G43,PL01,22,2018/01/17,1,0.244096357,82
S00144,G47,PL02,32,2018/01/17,2,0.52283994,94
S00145,G07,PL04,52,2018/01/17,2,0.58807662,33
S00146,G46,PL01,22,2018/01/17,2,0.30761339,50
S00147,G49,PL04,42,2018/01/17,3,0.598827194,76
S00148,G02,PL01,48,2018/01/17,3,0.737254656,89
S00149,G25,PL02,22,2018/01/17,3,0.340169704,94
S00150,G04,PL03,39,2018/01/17,3,0.296355892,94
S00151,G50,PL03,23,2018/01/18,2,0.53,47
S00152,G45,PL04,47,2018/01/18,3,0.544518659,86
S00153,G49,PL04,42,2018/01/18,3,0.72343921,84
S00154,G46,PL01,22,2018/01/18,3,0.523183982,70
S00155,G03,PL03,24,2018/01/18,3,0.373851027,48
S00156,G03,PL04,37,2018/01/18,3,0.634948421,55
S00157,G30,PL01,22,2018/01/18,3,0.518457507,34
S00158,G42,PL04,36,2018/01/19,1,0.331935634,93
S00159,G49,PL03,29,2018/01/19,3,0.45161745,59
S00160,G34,PL01,19,2018/01/19,1,0.213223164,71
S00161,G11,PL03,69,2018/01/19,3,0.356537196,30
S00162,G27,PL03,24,2018/01/19,3,0.297824128,42
S00163,G40,PL03,48,2018/01/19,2,0.347568602,99
S00164,G10,PL01,12,2018/01/19,1,0.406925571,47
S00165,G40,PL04,61,2018/01/19,2,0.317318655,74
S00166,G33,PL04,64,2018/01/20,1,0.618052399,59
S00167,G21,PL04,76,2018/01/20,1,0.74,84
S00168,G30,PL04,47,2018/01/20,3,0.308844036,97
S00169,G46,PL03,34,2018/01/20,3,0.479401859,98
S00170,G38,PL03,21,2018/01/20,1,0.432789912,89
S00171,G36,PL03,23,2018/01/20,1,0.492619441,56
S00172,G01,PL04,54,2018/01/20,1,0.435612636,91
S00173,G35,PL01,19,2018/01/20,3,0.503902681,46
S00174,G21,PL04,76,2018/01/20,2,0.369736303,66
S00175,G22,PL01,52,2018/01/20,3,0.47706919,94
S00176,G01,PL01,29,2018/01/21,3,0.267694387,40
S00177,G33,PL04,64,2018/01/21,3,0.740635193,68
S00178,G48,PL02,32,2018/01/21,1,0.326316992,52
S00179,G14,PL04,64,2018/01/21,2,0.386161172,82
S00180,G37,PL04,35,2018/01/21,1,0.425866052,37
S00181,G03,PL02,22,2018/01/21,3,0.400140816,61
S00182,G20,PL04,76,2018/01/21,2,0.463114367,91
S00183,G33,PL01,39,2018/01/21,3,0.428554189,94
S00184,G39,PL01,21,2018/01/21,2,0.244859817,69
S00185,G21,PL03,63,2018/01/21,1,0.6,72
S00186,G04,PL01,27,2018/01/22,2,0.392407652,40
S00187,G16,PL02,22,2018/01/22,2,0.471906616,79
S00188,G06,PL01,69,2018/01/22,2,0.520166711,46
S00189,G47,PL01,22,2018/01/22,2,0.456313267,34
S00190,G33,PL03,51,2018/01/22,2,0.213682189,37
S00191,G26,PL03,25,2018/01/22,3,0.621563573,42
S00192,G02,PL01,48,2018/01/22,3,0.706776844,73
S00193,G17,PL02,37,2018/01/22,2,0.272804127,31
S00194,G12,PL04,75,2018/01/22,1,0.312071011,57
S00195,G06,PL04,94,2018/01/22,2,0.435050626,74
S00196,G14,PL01,39,2018/01/22,3,0.666720232,45
S00197,G21,PL02,61,2018/01/22,3,0.471567991,90
S00198,G40,PL03,48,2018/01/22,3,0.395320841,63
S00199,G24,PL01,10,2018/01/23,1,0.58937593,65
S00200,G12,PL03,62,2018/01/23,2,0.390992689,38
S00201,G44,PL04,47,2018/01/23,1,0.486607268,42
S00202,G10,PL04,37,2018/01/23,2,0.279672243,75
S00203,G42,PL04,36,2018/01/23,3,0.21,66
S00204,G04,PL02,37,2018/01/23,2,0.250058612,92
S00205,G41,PL01,49,2018/01/23,2,0.334094995,53
S00206,G11,PL02,67,2018/01/23,3,0.492525825,67
S00207,G18,PL01,29,2018/01/24,3,0.588552143,76
S00208,G33,PL03,51,2018/01/24,2,0.489175415,95
S00209,G29,PL01,27,2018/01/24,2,0.47324205,73
S00210,G50,PL01,11,2018/01/24,1,0.241712344,54
S00211,G03,PL04,37,2018/01/24,2,0.231824741,78
S00212,G10,PL03,24,2018/01/24,3,0.304062916,45
S00213,G25,PL04,37,2018/01/24,1,0.745059615,65
S00214,G34,PL04,44,2018/01/25,1,0.443362875,68
S00215,G43,PL01,22,2018/01/25,2,0.564238703,46
S00216,G42,PL01,11,2018/01/25,1,0.364698227,38
S00217,G17,PL04,52,2018/01/25,1,0.432950115,90
S00218,G10,PL01,12,2018/01/25,3,0.690107691,48
S00219,G04,PL02,37,2018/01/25,2,0.353052347,89
S00220,G04,PL02,37,2018/01/25,2,0.491491552,30
S00221,G25,PL01,12,2018/01/25,2,0.666122827,92
S00222,G23,PL01,53,2018/01/25,1,0.286594701,67
S00223,G34,PL02,29,2018/01/25,3,0.376916909,83
S00224,G50,PL04,36,2018/01/25,1,0.730458286,95
S00225,G42,PL03,23,2018/01/26,2,0.395214271,76
S00226,G06,PL04,94,2018/01/26,3,0.276978048,66
S00227,G07,PL01,27,2018/01/26,1,0.582696589,86
S00228,G12,PL01,50,2018/01/26,1,0.302845151,55
S00229,G36,PL01,11,2018/01/26,1,0.544362768,66
S00230,G36,PL04,36,2018/01/27,2,0.699638947,59
S00231,G19,PL03,61,2018/01/27,2,0.306601768,78
S00232,G25,PL03,24,2018/01/27,1,0.437427981,85
S00233,G05,PL04,54,2018/01/27,3,0.65562259,46
S00234,G36,PL01,11,2018/01/27,1,0.552880085,94
S00235,G28,PL03,27,2018/01/27,1,0.649363621,73
S00236,G45,PL04,47,2018/01/27,1,0.205425912,90
S00237,G17,PL01,27,2018/01/27,2,0.370946786,69
S00238,G43,PL04,47,2018/01/27,2,0.473878494,95
S00239,G14,PL01,39,2018/01/27,3,0.442343565,53
S00240,G36,PL01,11,2018/01/27,3,0.605412832,63
S00241,G15,PL04,63,2018/01/27,3,0.32489519,37
S00242,G14,PL01,39,2018/01/27,3,0.228743957,64
S00243,G05,PL03,41,2018/01/27,1,0.392228164,36
S00244,G27,PL02,22,2018/01/28,3,0.289829712,77
S00245,G26,PL04,38,2018/01/28,2,0.236306779,55
S00246,G38,PL03,21,2018/01/28,3,0.44808455,57
S00247,G17,PL01,27,2018/01/28,3,0.71069496,89
S00248,G39,PL01,21,2018/01/28,3,0.477865976,67
S00249,G27,PL04,37,2018/01/28,2,0.322458867,33
S00250,G15,PL01,38,2018/01/28,3,0.427713067,64
S00251,G03,PL04,37,2018/01/29,2,0.415103082,78
S00252,G35,PL01,19,2018/01/29,1,0.3,60
S00253,G38,PL04,34,2018/01/29,1,0.707134731,95
S00254,G01,PL01,29,2018/01/29,3,0.238002797,93
S00255,G16,PL02,22,2018/01/29,3,0.612360381,75
S00256,G43,PL04,47,2018/01/29,1,0.383573381,50
S00257,G22,PL02,62,2018/01/29,2,0.432527715,64
S00258,G50,PL01,11,2018/01/29,1,0.620591996,68
S00259,G13,PL02,59,2018/01/30,3,0.39066333,77
S00260,G42,PL02,21,2018/01/30,3,0.249315438,96
S00261,G04,PL03,39,2018/01/30,2,0.699783234,37
S00262,G39,PL04,46,2018/01/30,3,0.678892516,98
S00263,G48,PL02,32,2018/01/30,3,0.20653556,56
S00264,G01,PL01,29,2018/01/31,1,0.724167472,80
S00265,G48,PL01,22,2018/01/31,2,0.302954358,80
S00266,G07,PL04,52,2018/01/31,1,0.256474369,67
S00267,G42,PL01,11,2018/02/01,2,0.732052217,36
S00268,G21,PL04,76,2018/02/01,2,0.285167895,76
S00269,G40,PL01,36,2018/02/01,1,0.641974183,75
S00270,G03,PL02,22,2018/02/02,1,0.538566197,38
S00271,G44,PL04,47,2018/02/02,2,0.55053668,78
S00272,G18,PL02,39,2018/02/02,1,0.47,33
S00273,G27,PL03,24,2018/02/02,3,0.583588433,97
S00274,G27,PL04,37,2018/02/02,2,0.458193462,55
S00275,G10,PL02,22,2018/02/02,3,0.235946673,45
S00276,G45,PL03,34,2018/02/02,1,0.490408222,69
S00277,G18,PL01,29,2018/02/02,2,0.529530413,78
S00278,G21,PL03,63,2018/02/02,3,0.577367778,47
S00279,G24,PL01,10,2018/02/03,2,0.266181365,30
S00280,G45,PL02,32,2018/02/03,3,0.736390592,97
S00281,G09,PL04,62,2018/02/03,2,0.475369689,49
S00282,G20,PL02,61,2018/02/03,3,0.685690008,82
S00283,G28,PL04,40,2018/02/03,3,0.390485397,66
S00284,G11,PL01,57,2018/02/03,2,0.64155554,98
S00285,G12,PL01,50,2018/02/03,3,0.646360871,99
S00286,G04,PL01,27,2018/02/03,1,0.592340801,81
S00287,G44,PL01,22,2018/02/04,1,0.689549576,98
S00288,G40,PL04,61,2018/02/04,1,0.350393505,37
S00289,G21,PL04,76,2018/02/04,1,0.741274245,76
S00290,G28,PL03,27,2018/02/04,3,0.465050415,56
S00291,G16,PL02,22,2018/02/04,3,0.538814188,99
S00292,G03,PL04,37,2018/02/04,2,0.321581865,51
S00293,G49,PL01,17,2018/02/04,2,0.317391165,35
S00294,G41,PL01,49,2018/02/05,3,0.571588403,43
S00295,G05,PL01,29,2018/02/05,1,0.728754854,51
S00296,G39,PL04,46,2018/02/05,3,0.67,47
S00297,G01,PL04,54,2018/02/05,3,0.382084579,59
S00298,G31,PL01,27,2018/02/05,3,0.460659956,39
S00299,G19,PL04,74,2018/02/05,1,0.476843039,37
S00300,G34,PL01,19,2018/02/05,3,0.273779689,78
S00301,G25,PL03,24,2018/02/06,1,0.238595036,37
S00302,G15,PL04,63,2018/02/06,3,0.546321359,94
S00303,G42,PL04,36,2018/02/06,1,0.459143937,47
S00304,G19,PL04,74,2018/02/06,3,0.334802956,33
S00305,G05,PL03,41,2018/02/06,3,0.64,87
S00306,G23,PL03,65,2018/02/06,3,0.635845251,43
S00307,G36,PL01,11,2018/02/06,2,0.203858449,98
S00308,G25,PL01,12,2018/02/06,3,0.677298872,71
S00309,G45,PL04,47,2018/02/06,3,0.515032702,39
S00310,G08,PL03,61,2018/02/06,3,0.699023662,93
S00311,G36,PL02,21,2018/02/06,3,0.391679625,53
S00312,G28,PL04,40,2018/02/07,3,0.540458714,75
S00313,G31,PL02,37,2018/02/07,2,0.672619775,58
S00314,G50,PL03,23,2018/02/07,2,0.577096464,90
S00315,G24,PL04,35,2018/02/07,2,0.555424896,50
S00316,G19,PL01,49,2018/02/07,2,0.725753343,85
S00317,G47,PL02,32,2018/02/07,2,0.218878578,68
S00318,G19,PL04,74,2018/02/07,2,0.365740011,42
S00319,G24,PL04,35,2018/02/08,3,0.620955553,59
S00320,G05,PL02,39,2018/02/08,3,0.620719755,36
S00321,G11,PL04,82,2018/02/08,3,0.546477712,51
S00322,G02,PL01,48,2018/02/08,3,0.507247544,96
S00323,G35,PL03,31,2018/02/08,2,0.721520591,37
S00324,G14,PL01,39,2018/02/08,2,0.216233451,36
S00325,G37,PL04,35,2018/02/08,3,0.225676358,61
S00326,G07,PL01,27,2018/02/08,2,0.453552173,70
S00327,G22,PL04,77,2018/02/08,2,0.501927657,93
S00328,G13,PL01,49,2018/02/08,3,0.202756317,66
S00329,G17,PL02,37,2018/02/08,3,0.394495851,45
S00330,G14,PL04,64,2018/02/08,3,0.461915137,90
S00331,G08,PL04,74,2018/02/09,1,0.658234219,90
S00332,G21,PL02,61,2018/02/09,2,0.200840085,40
S00333,G28,PL02,25,2018/02/09,3,0.561250533,90
S00334,G29,PL03,39,2018/02/09,2,0.327794797,100
S00335,G02,PL01,48,2018/02/09,3,0.660366325,61
S00336,G48,PL04,47,2018/02/09,1,0.275718646,99
S00337,G31,PL04,52,2018/02/09,3,0.231713065,84
S00338,G17,PL02,37,2018/02/09,2,0.288768331,100
S00339,G49,PL02,27,2018/02/09,3,0.489748619,66
S00340,G23,PL04,78,2018/02/09,1,0.471093252,45
S00341,G18,PL04,54,2018/02/09,1,0.31374041,94
S00342,G32,PL02,49,2018/02/09,2,0.21,71
S00343,G01,PL01,29,2018/02/09,1,0.312128933,83
S00344,G42,PL04,36,2018/02/09,1,0.586450338,47
S00345,G19,PL03,61,2018/02/09,3,0.43218571,56
S00346,G37,PL04,35,2018/02/09,3,0.52172521,48
S00347,G41,PL03,61,2018/02/09,2,0.26,65
S00348,G50,PL02,21,2018/02/10,3,0.49613203,77
S00349,G13,PL03,61,2018/02/10,2,0.295475844,53
S00350,G33,PL02,49,2018/02/10,1,0.578121222,81
S00351,G15,PL01,38,2018/02/10,2,0.620180524,62
S00352,G49,PL02,27,2018/02/10,1,0.25,94
S00353,G50,PL04,36,2018/02/10,3,0.201815602,57
S00354,G28,PL04,40,2018/02/10,1,0.63406249,49
S00355,G42,PL04,36,2018/02/11,1,0.310796966,51
S00356,G46,PL03,34,2018/02/11,2,0.212686053,48
S00357,G01,PL02,39,2018/02/11,1,0.493162877,50
S00358,G37,PL04,35,2018/02/11,3,0.62151414,55
S00359,G29,PL01,27,2018/02/11,2,0.733148415,30
S00360,G42,PL04,36,2018/02/11,2,0.411613738,87
S00361,G38,PL02,19,2018/02/11,1,0.489357913,65
S00362,G42,PL04,36,2018/02/11,3,0.68046288,58
S00363,G19,PL04,74,2018/02/11,3,0.388323783,86
S00364,G44,PL04,47,2018/02/11,3,0.64477669,85
S00365,G01,PL01,29,2018/02/12,3,0.284000987,88
S00366,G24,PL01,10,2018/02/12,3,0.21273408,54
S00367,G46,PL03,34,2018/02/12,2,0.630310632,77
S00368,G05,PL04,54,2018/02/12,1,0.491505124,42
S00369,G15,PL02,48,2018/02/12,3,0.232078333,72
S00370,G20,PL04,76,2018/02/12,2,0.238832811,38
S00371,G41,PL04,74,2018/02/12,3,0.556069014,39
S00372,G42,PL02,21,2018/02/12,2,0.546241555,81
S00373,G17,PL04,52,2018/02/12,1,0.523574116,60
S00374,G25,PL04,37,2018/02/13,2,0.592182492,85
S00375,G24,PL04,35,2018/02/13,3,0.365520626,99
S00376,G43,PL02,32,2018/02/13,3,0.660839918,78
S00377,G19,PL01,49,2018/02/13,1,0.555538321,75
S00378,G15,PL04,63,2018/02/13,1,0.390974949,45
S00379,G33,PL02,49,2018/02/13,1,0.496888189,43
S00380,G03,PL01,12,2018/02/13,2,0.683627554,80
S00381,G10,PL01,12,2018/02/13,3,0.613841798,31
S00382,G38,PL03,21,2018/02/13,1,0.322056875,59
S00383,G09,PL02,47,2018/02/13,1,0.63,63
S00384,G25,PL03,24,2018/02/14,2,0.614975017,31
S00385,G21,PL04,76,2018/02/14,1,0.508365883,69
S00386,G49,PL04,42,2018/02/14,3,0.423931051,95
S00387,G24,PL02,20,2018/02/14,1,0.43833025,89
S00388,G27,PL04,37,2018/02/14,2,0.332889456,100
S00389,G29,PL04,52,2018/02/14,1,0.328440839,93
S00390,G08,PL02,59,2018/02/14,1,0.271409919,39
S00391,G48,PL01,22,2018/02/14,3,0.707623048,88
S00392,G19,PL04,74,2018/02/15,2,0.56227344,43
S00393,G25,PL04,37,2018/02/15,1,0.477388153,44
S00394,G11,PL02,67,2018/02/15,3,0.371515714,92
S00395,G04,PL02,37,2018/02/15,2,0.432877288,84
S00396,G39,PL04,46,2018/02/15,2,0.502845169,92
S00397,G08,PL02,59,2018/02/16,1,0.479768703,56
S00398,G46,PL03,34,2018/02/16,1,0.369267855,77
S00399,G39,PL03,33,2018/02/16,3,0.26268269,48
S00400,G34,PL02,29,2018/02/16,3,0.480799214,90
S00401,G12,PL01,50,2018/02/16,1,0.508336552,65
S00402,G43,PL03,34,2018/02/16,2,0.66723649,55
S00403,G16,PL04,37,2018/02/17,1,0.689314627,52
S00404,G49,PL04,42,2018/02/17,1,0.575306928,41
S00405,G40,PL04,61,2018/02/17,3,0.273647042,69
S00406,G22,PL01,52,2018/02/17,1,0.225768262,37
S00407,G48,PL02,32,2018/02/17,2,0.48,71
S00408,G43,PL02,32,2018/02/17,2,0.294557269,97
S00409,G28,PL01,15,2018/02/17,3,0.33293873,89
S00410,G28,PL04,40,2018/02/17,1,0.398320382,90
S00411,G21,PL01,51,2018/02/17,1,0.217907205,79
S00412,G14,PL01,39,2018/02/18,1,0.287494648,80
S00413,G43,PL03,34,2018/02/18,1,0.31510617,89
S00414,G14,PL02,49,2018/02/18,2,0.54,86
S00415,G36,PL01,11,2018/02/18,2,0.70366883,52
S00416,G14,PL03,51,2018/02/18,1,0.418511018,42
S00417,G46,PL02,32,2018/02/18,2,0.397296474,35
S00418,G12,PL04,75,2018/02/18,2,0.497931522,31
S00419,G25,PL03,24,2018/02/18,3,0.391381941,72
S00420,G45,PL04,47,2018/02/18,3,0.35,46
S00421,G38,PL02,19,2018/02/18,3,0.48008198,61
S00422,G17,PL04,52,2018/02/18,2,0.324949496,33
S00423,G04,PL01,27,2018/02/18,3,0.417308596,56
S00424,G14,PL04,64,2018/02/19,3,0.7440263,61
S00425,G23,PL01,53,2018/02/19,2,0.362083752,63
S00426,G29,PL01,27,2018/02/19,2,0.329356008,71
S00427,G37,PL01,10,2018/02/19,1,0.440338235,54
S00428,G39,PL04,46,2018/02/19,3,0.66057105,96
S00429,G39,PL04,46,2018/02/19,1,0.591888959,71
S00430,G14,PL04,64,2018/02/19,1,0.517901704,99
S00431,G37,PL01,10,2018/02/19,2,0.231347647,31
S00432,G04,PL01,27,2018/02/19,3,0.22911943,76
S00433,G47,PL04,47,2018/02/19,3,0.726513929,38
S00434,G25,PL02,22,2018/02/20,2,0.596636469,56
S00435,G07,PL03,39,2018/02/20,1,0.505086089,81
S00436,G04,PL02,37,2018/02/20,2,0.598979326,48
S00437,G33,PL04,64,2018/02/20,1,0.7,81
S00438,G49,PL04,42,2018/02/20,2,0.313329584,37
S00439,G32,PL01,39,2018/02/20,1,0.294155361,63
S00440,G41,PL04,74,2018/02/20,1,0.702862781,54
S00441,G28,PL03,27,2018/02/20,1,0.586306499,50
S00442,G37,PL01,10,2018/02/21,2,0.268151694,93
S00443,G12,PL03,62,2018/02/21,3,0.356049678,91
S00444,G12,PL03,62,2018/02/21,1,0.709935596,32
S00445,G34,PL02,29,2018/02/21,2,0.274565712,50
S00446,G16,PL02,22,2018/02/21,3,0.525895968,31
S00447,G11,PL04,82,2018/02/21,3,0.663898647,53
S00448,G40,PL04,61,2018/02/21,2,0.433041416,32
S00449,G34,PL03,31,2018/02/21,1,0.583331565,83
S00450,G45,PL01,22,2018/02/21,1,0.4934705,47
S00451,G32,PL01,39,2018/02/22,1,0.26248567,96
S00452,G31,PL01,27,2018/02/22,3,0.465649719,63
S00453,G14,PL01,39,2018/02/22,1,0.603069273,33
S00454,G43,PL01,22,2018/02/23,1,0.675743174,60
S00455,G20,PL04,76,2018/02/23,1,0.339466036,30
S00456,G04,PL01,27,2018/02/23,1,0.590120548,59
S00457,G10,PL01,12,2018/02/23,1,0.279918698,33
S00458,G42,PL04,36,2018/02/23,3,0.69,31
S00459,G36,PL01,11,2018/02/23,1,0.324451767,91
S00460,G37,PL01,10,2018/02/24,3,0.506203459,50
S00461,G16,PL04,37,2018/02/24,2,0.720116337,39
S00462,G13,PL02,59,2018/02/24,2,0.309524421,69
S00463,G43,PL04,47,2018/02/24,2,0.282938504,82
S00464,G35,PL04,44,2018/02/24,2,0.62947305,47
S00465,G29,PL03,39,2018/02/24,3,0.488302036,84
